,beer_id,beer_name,abv,ibu,text,ibu_style_mean,bitter,style_name,brewery_name,city,state,country
89,908,Old Ruffian,14.5,10.0,"Old Ruffian is a hefty, hop-forward Barley Wine. Seemingly mellow at first sniff, with its subtle fruit aromas and complex caramel sweetness, this deep mahogany-hued ale quickly shows its true character marked by bold hop flavors and massive hop bitternes",65.0,0,American-Style Barley Wine Ale,Great Divide Brewing,Denver,Colorado,United States
90,917,Big Daddy IPA,6.5,10.0,"No lightweight, Big Daddy I.P.A tips the scales with a huge hop flavor and a clean, dry finish that leaves the scene without a trace.",82.5,0,American-Style India Pale Ale,Speakeasy Ales and Lagers,San Francisco,California,United States
91,918,Titan IPA,6.8,10.0,"Traditionally India Pale Ales, the hoppiest of all pales, were brewed with more alcohol and large quantities of hops in order to survive the lengthy ocean journey from the U.K. to India. Unlike our brewing forefathers, Great Divide enjoys the modern benef",82.5,0,American-Style India Pale Ale,Great Divide Brewing,Denver,Colorado,United States
92,919,St Peter's Organic Ale,4.5,10.0,Water is extracted from our own 300í¢äåä¢ deep borehole and combined with Soil Association accredited light malted barley from Norfolk. Organic hops provide the distinctive palate. The yeast used is St. Peterí¢äåä¢s own single strand variety. The resu,49.0,0,Classic English-Style Pale Ale,St Peter's Brewery,Bungay,Suffolk,United Kingdom
93,923,Speedway Stout,12.0,10.0,"A HUGE Imperial Stout that weighs in at an impressive 12% ABV! As if that's not enough, we added pounds of coffee for a little extra kick. Our special-edition Brewer's Reserve Speedway Stout, which is aged in Bourbon barrels, has been rated the #1 BEST BE",42.5,0,American-Style Imperial Stout,AleSmith Brewing,San Diego,California,United States
94,932,Oak Aged Yeti Imperial Stout,9.5,10.0,"Crack open Yeti Imperial Stoutí¢äåä¢s sophisticated sibling í¢äåäóì Oak Aged Yeti Imperial Stout. Although these beers come from the same clan, they have entirely different personalities. Aging on a blend of French and toasted oak chips infuses a subtl",42.5,0,American-Style Imperial Stout,Great Divide Brewing,Denver,Colorado,United States
95,942,Schuylkill Punch,6.0,10.0,"Ruby colored ale fermented with over 500 pounds of real black and red raspberries for a distinct berry aroma and a tart, sweet flavor. This beer is gently filtered to preserve its delicate profile and is made with both Belgian Ale Yeast and our Proprietar",37.5,0,Fruit Beer,Manayunk Brewery and Restaurant,Philadelphia,Pennsylvania,United States
96,943,Nokdechiloff,12.7,10.0,This winter warmer will knock the chill away until summer. It used as much malt as our brew house can handle and armloads of fresh hops and lovingly laid in our fermentor for four months. Massively malty and balanced with burly bitterness it is truly the ,65.0,0,American-Style Barley Wine Ale,Manayunk Brewery and Restaurant,Philadelphia,Pennsylvania,United States
97,944,California Dreaming,8.0,10.0,"Imperial, or super IPAí¢äåä¢s were spawned out of the fascination of hops by the American consumer and are beyond Pale Ales and IPAí¢äåä¢S in terms of both hop and alcohol content. Our interpretation is orange-gold in color, lightly bitter but highly ",35.0,0,Imperial or Double India Pale Ale,Manayunk Brewery and Restaurant,Philadelphia,Pennsylvania,United States
98,945,Manayunk Lager,6.4,10.0,"In strict accordance with the German purity law of 1516, we present to you this annually brewed festbier. Traditionally brewed in March and stored deep in the caves of Germany, this beer was brought to the masses to celebrate in October. It is a Vienna-st",26.0,0,German-Style Oktoberfest,Manayunk Brewery and Restaurant,Philadelphia,Pennsylvania,United States
99,946,Brilliant Barstool,5.1,10.0,A true English session ale brewed in the pale ale style using ye olde techniques of yesteryear. Specially crafted to inspire you and your thirstiest mates barstool conversations. Light copper in colour. This pint is quite malty with just enough East Kent ,49.0,0,Classic English-Style Pale Ale,Manayunk Brewery and Restaurant,Philadelphia,Pennsylvania,United States
100,947,Krooks Mill,5.3,10.0,"A well-balanced, hoppy American style pale ale with a generous usage of Caramel and Crystal malts. This beer is amber in color and is finished
with fresh Cascade, Columbus and Mt. Hood hops from the Pacific Northwest for a wonderful floral aroma. World Be",15.0,0,American-Style Pale Ale,Manayunk Brewery and Restaurant,Philadelphia,Pennsylvania,United States
101,949,Bohemian Blonde,4.7,10.0,"Our lightest beer í¢äåäóì pale blonde in color with a crisp, softly sweet malt flavor, smooth finish and very subtle bitterness. Went to the final judging table at the GABF alongwith the Mega Breweries last year!",20.0,0,German-Style Pilsener,Manayunk Brewery and Restaurant,Philadelphia,Pennsylvania,United States
102,975,Route 113 IPA,7.2,10.0,"A big, flavorful IPA for all the hopheads out there, brewed with British Pale and Crystal malts, and hopped with Centennial, Cascade, German Northern Brewer, & UK East Kent Goldings. Bold and spicy.",82.5,0,American-Style India Pale Ale,Sly Fox Brewhouse and Eatery - Royersford,Royersford,Pennsylvania,United States
103,980,Golden Treasure,4.2,10.0,"For those who enjoy a clean, crisp, refreshing beer this medium copper colored brew is perfect. With its low level of hop bitterness and slightly sweet flavor it is one of our lightest ales. We use the lightest grains with Kent Goldings and Liberty hops. ",35.0,0,Golden or Blonde Ale,Crabby Larry's Brewpub Steak & Crab House,Chalfont,Pennsylvania,United States
104,981,Crabby Larry's Irish Red Ale,6.0,10.0,"Rich and smooth on the pallate this ale is a near perfect \Irish Red\"". A variety of hops Liberty & Fuggles combined with some roasted barley make an agreeable brew.""",24.0,0,Irish-Style Red Ale,Crabby Larry's Brewpub Steak & Crab House,Chalfont,Pennsylvania,United States
105,982,Calico Jack Amber Ale,5.4,10.0,"A rich, malty beer made with classic American hops for a full and complex flavor. Very smooth in aroma and palate. The caramel overtones leave a nice finish.",55.0,0,American-Style Amber/Red Ale,Crabby Larry's Brewpub Steak & Crab House,Chalfont,Pennsylvania,United States
106,1006,Iron Hill Belgian Tripel,9.5,10.0,"Traditional Belgian-style golden ale, complex aroma and flavor of plums, spice and bananas with a refreshing balanced bitterness.",,0,Undefined-Ignore,Iron Hill Brewery - Wilmingon,Wilmington,Delaware,United States
107,1007,Pig Iron Porter,4.5,10.0,"Historically, porter had its heyday in 18th century London, where it was the beer of the working class. It doesn't take much to work up a thirst for this flavorful beer. The distinct roasted and chocolate notes are well balanced by a slight bitterness.",36.0,0,Porter,Iron Hill Brewery - Wilmingon,Wilmington,Delaware,United States
108,1008,Ironbound Ale,5.1,10.0,"Hold onto your beer mugs, because this medium-bodied beer has been overwhelmed with hop additions. Brewed as an American pale ale, it's a celebration of American hop varieties: Cascade, Crystal, Centennial and Chinook. You won't be disappointed.",15.0,0,American-Style Pale Ale,Iron Hill Brewery - Wilmingon,Wilmington,Delaware,United States
109,1010,Anvil Ale,4.8,10.0,"English style best bitter. It is a traditional English pub ale that is easy drinking, often referred to as a \session beer\"". It is medium-bodied and copper colored with a noticeable malt flavor up front that finishes with a hop bitterness and floral hop ",25.0,0,Extra Special Bitter,Iron Hill Brewery - Wilmingon,Wilmington,Delaware,United States
110,1013,Dirty Bastard Scotch Style Ale,8.5,10.0,Founders flagship beer. Dirty Bastard is an absolute beautiful beer to behold. Dark ruby in color and brewed with ten varieties of imported malts this beer continuously lives up to its reputation as a bold and powerful ale. Dirty Bastard is complex in the,55.0,0,Scotch Ale,Founders Brewing,Grand Rapids,Michigan,United States
111,1020,The Beast Grand Cru,14.9,10.0,"The Beast is a seducer - accommodating, complicated, powerful, dark and created to last the ages. With a deep burgundy color and aromas of honey, nutmeg, mandarin orange and pineapple, this massive and challenging brew has flavors akin to a beautiful Carr",17.0,0,Belgian-Style Dark Strong Ale,Avery Brewing Company,Boulder,Colorado,United States
112,1033,Wexford Irish Cream Ale,5.0,10.0,"Based on a traditional Irish recipe from county Wexford that dates back to 1810, we use only the best ingredients to ensure that our Wexford Ale has a smooth mellow creaminess we believe you will enjoy.",23.5,0,American-Style Cream Ale or Lager,Greene King,Bury St. Edmunds,Suffolk,United Kingdom
113,1042,Sprecher Doppelbock,7.85,10.0,This dark lager was originally brewed as liquid bread to sustain Bavarian monks while fasting. Its sweet complex malt character comes from brewing with many varieties of dark roasted caramel malts and long periods of cold storage (6 months).,25.0,0,German-Style Doppelbock,Sprecher Brewing,Glendale,Wisconsin,United States
114,1067,Grotten Brown,6.7,10.0,"The latest acquisition í¢äåñGrottenbierí¢äå was created by Master Brewer Pierre Celis. It is an aromatic dark beer with 6.5% alcohol content.

In the marl pits in Kanne ( Belgium) and Valkenburg (the Netherlands), deep under the ground, you can taste",45.0,0,Dark American-Belgo-Style Ale,Brouwerij St. Bernardus,Watou,West-Vlaanderen,Belgium
115,1093,American Pale Ale,5.2,10.0,"Thomas Hooker American Pale Ale is an extremely vivid, medium-bodied brew. Hooker Pale Ale stresses the crisp bitterness, lingering resin flavor, and aroma of American hops which are characteristic of the most distinctive West Coast Ales. The caramel swee",15.0,0,American-Style Pale Ale,Thomas Hooker Brewing,Bloomfield,Connecticut,United States
116,1132,St. Charles ESB,4.5,10.0,"Our British-style session beer is cask conditioned and dry hopped. Tea colored with a toasted malt flavor, it's an easy drinker with a light mouthfeel and elgeant hop nose.",25.0,0,Extra Special Bitter,Wynkoop Brewing,Denver,Colorado,United States
117,1148,Big Hoppy Monster,8.75,10.0,This mammoth imperial red ale leads with a tantalizing hop aroma that is quickly complemented by an enormous malt backbone & finished with a multitude of hoppy goodness.,55.0,0,American-Style Amber/Red Ale,Terrapin Beer Company,Athens,Georgia,United States
118,1159,Dogtoberfest Octoberfest,5.3,10.0,"Dogtoberfest are shrouded in mystery, but scholars think it has everything to do with an insane German king and a crazed Oompah band. You can read the full historical record of Dogtoberfest at FlyingDogAles.com. Dogtoberfest is deep mahogany in color with",26.0,0,German-Style Oktoberfest,Flying Dog Brewery,Denver,Colorado,United States
119,1170,Black H2O Oatmeal Stout,6.2,10.0,"This is our darkest and most heavy regular offering. It is virtually black in color and features rich roasted malt flavor with a delicate caramel and vanilla finish. It is carbonated and served with the use of nitrogen gas, giving the Black Water a beauti",24.0,0,Oatmeal Stout,Minneapolis Town Hall Brewery,Minneapolis,Minnesota,United States
120,1171,Masala Mama IPA,5.9,10.0,"Our brewers believe an American IPA should be full of American hops. Masala Mama uses three different West Coast varieties, over five hop additions. This copper-colored ale is not strictly about hops; American pale barley and several caramel malts balance",82.5,0,American-Style India Pale Ale,Minneapolis Town Hall Brewery,Minneapolis,Minnesota,United States
121,1174,Hope & King Scotch Ale,6.0,10.0,"Hope and King is a full-body brew and is rich in malt complexity. Brewed with both English and American barley and many, many specialty malts this deeply colored ale has hints of roasted chocolate, caramel and raisins with very little hop presence. Our in",55.0,0,Scotch Ale,Minneapolis Town Hall Brewery,Minneapolis,Minnesota,United States
122,1175,West Bank Pub Ale,4.6,10.0,"Most welcoming British pubs off a house ale or \pub ale\"" í¢äåäó this is ours. We use only the finest English barley",49.0,0,Classic English-Style Pale Ale,Minneapolis Town Hall Brewery,Minneapolis,Minnesota,United States
123,1176,Bright Spot Golden Ale,4.5,10.0,"This American-style golden ale is our lightest, in both color and flavor. Bright Spot is brewed with locally malted 2-row barley and the finest American, Czech and German hops lending a well-balanced, refreshing taste. A compliment to nearly any of our me",35.0,0,Golden or Blonde Ale,Minneapolis Town Hall Brewery,Minneapolis,Minnesota,United States
124,1200,Dragonhead Stout,4.0,10.0,"Dragonhead is a legendary stout: dark, intense and fully-flavoured, it is our tribute to the Vikings and their cultural legacy in Orkney.

On the nose, this black stout has a smooth roasted malt aroma giving bitter chocolate, dark roasted coffee and Smoke",65.0,0,American-Style Stout,Orkney Brewery,Orkney,Scotland,United Kingdom
125,1238,Double Barrel Ale,5.0,10.0,A British Pale Ale never tasted so fresh. We challenge our good friends across the pond to match this one. Caní¢äåä¢t be done. Weí¢äåä¢ve honored the traditions of the great British Pale brewers of Burton-on-Trent using our patented Firestone Union oa,55.0,0,American-Style Amber/Red Ale,Firestone Walker Brewing Company,Paso Robles,California,United States
